Id	DESC	TeleportName	SrcSceneID	SrcPosX	SrcPosY	SrcPosZ	DstSceneID	IsShow
85	西荒20区通往西荒21区	西荒21区	893	374.75	8.37	180	894	1
86	西荒17区通往西荒18区	西荒18区	890	374.75	8.37	180	891	1
87	西荒14区通往西荒15区	西荒15区	887	374.75	8.37	180	888	1
88	西荒11区通往西荒12区	西荒12区	884	374.75	8.37	180	885	1
89	西荒8区通往西荒9区	西荒9区	881	374.75	8.37	180	882	1
90	西荒5区通往西荒6区	西荒6区	878	374.75	8.37	180	879	1
91	西荒2区通往西荒3区	西荒3区	875	374.75	8.37	180	876	1
92	北荒7区通往北荒10区	北荒10区	856	374.75	8.37	180	859	1
93	北荒8区通往北荒11区	北荒11区	857	374.75	8.37	180	860	1
94	北荒9区通往北荒12区	北荒12区	858	374.75	8.37	180	861	1
95	西荒21区通往昆仑20区	昆仑20区	894	374.75	8.37	180	965	1
96	西荒15区通往昆仑18区	昆仑18区	888	374.75	8.37	180	963	1
97	西荒9区通往南荒22区	南荒22区	882	374.75	8.37	180	943	1
98	西荒6区通往南荒23区	南荒23区	879	374.75	8.37	180	944	1
99	西荒3区通往南荒24区	南荒24区	876	374.75	8.37	180	945	1
100	北荒10区通往北荒13区	北荒13区	859	374.75	8.37	180	862	1
101	北荒11区通往北荒14区	北荒14区	860	374.75	8.37	180	863	1
102	北荒12区通往北荒15区	北荒15区	861	374.75	8.37	180	864	1
103	昆仑21区通往昆仑22区	昆仑22区	966	374.75	8.37	180	967	1
104	昆仑20区通往昆仑7区	昆仑7区	965	374.75	8.37	180	952	1
105	昆仑19区通往昆仑6区	昆仑6区	964	374.75	8.37	180	951	1
106	昆仑18区通往昆仑5区	昆仑5区	963	374.75	8.37	180	950	1
107	昆仑17区通往昆仑16区	昆仑16区	962	374.75	8.37	180	961	1
108	南荒22区通往南荒19区	南荒19区	943	374.75	8.37	180	940	1
109	南荒23区通往南荒20区	南荒20区	944	374.75	8.37	180	941	1
110	南荒24区通往南荒21区	南荒21区	945	374.75	8.37	180	942	1
111	北荒13区通往北荒16区	北荒16区	862	374.75	8.37	180	865	1
112	北荒14区通往北荒17区	北荒17区	863	374.75	8.37	180	866	1
113	北荒15区通往北荒18区	北荒18区	864	374.75	8.37	180	867	1
114	昆仑22区通往昆仑23区	昆仑23区	967	374.75	8.37	180	968	1
115	昆仑7区通往昆仑8区	昆仑8区	952	374.75	8.37	180	953	1
116	昆仑6区通往昆仑1区	昆仑1区	951	374.75	8.37	180	946	1
117	昆仑5区通往昆仑4区	昆仑4区	950	374.75	8.37	180	949	1
118	昆仑16区通往昆仑15区	昆仑15区	961	374.75	8.37	180	960	1
119	南荒19区通往南荒16区	南荒16区	940	374.75	8.37	180	937	1
120	南荒20区通往南荒17区	南荒17区	941	374.75	8.37	180	938	1
121	南荒21区通往南荒18区	南荒18区	942	374.75	8.37	180	939	1
122	北荒16区通往北荒19区	北荒19区	865	374.75	8.37	180	868	1
123	北荒17区通往北荒20区	北荒20区	866	374.75	8.37	180	869	1
124	北荒18区通往北荒21区	北荒21区	867	374.75	8.37	180	870	1
125	昆仑23区通往昆仑24区	昆仑24区	968	374.75	8.37	180	969	1
126	昆仑8区通往昆仑9区	昆仑9区	953	374.75	8.37	180	954	1
127	昆仑1区通往昆仑2区	昆仑2区	946	374.75	8.37	180	947	1
128	昆仑4区通往昆仑3区	昆仑3区	949	374.75	8.37	180	948	1
129	昆仑15区通往昆仑14区	昆仑14区	960	374.75	8.37	180	959	1
130	南荒16区通往南荒13区	南荒13区	937	374.75	8.37	180	934	1
131	南荒17区通往南荒14区	南荒14区	938	374.75	8.37	180	935	1
132	南荒18区通往南荒15区	南荒15区	939	374.75	8.37	180	936	1
133	北荒19区通往北荒22区	北荒22区	868	374.75	8.37	180	871	1
134	北荒20区通往北荒23区	北荒23区	869	374.75	8.37	180	872	1
135	北荒21区通往北荒24区	北荒24区	870	374.75	8.37	180	873	1
136	昆仑24区通往昆仑25区	昆仑25区	969	374.75	8.37	180	970	1
137	昆仑9区通往昆仑10区	昆仑10区	954	374.75	8.37	180	955	1
138	昆仑2区通往昆仑11区	昆仑11区	947	374.75	8.37	180	956	1
139	昆仑3区通往昆仑12区	昆仑12区	948	374.75	8.37	180	957	1
140	昆仑14区通往昆仑13区	昆仑13区	959	374.75	8.37	180	958	1
141	南荒13区通往南荒10区	南荒10区	934	374.75	8.37	180	931	1
142	南荒14区通往南荒11区	南荒11区	935	374.75	8.37	180	932	1
143	南荒15区通往南荒12区	南荒12区	936	374.75	8.37	180	933	1
144	北荒22区通往东荒1区	东荒1区	871	374.75	8.37	180	898	1
145	北荒23区通往东荒4区	东荒4区	872	374.75	8.37	180	901	1
146	北荒24区通往东荒7区	东荒7区	873	374.75	8.37	180	904	1
147	昆仑10区通往东荒13区	东荒13区	955	374.75	8.37	180	910	1
148	昆仑12区通往东荒19区	东荒19区	957	374.75	8.37	180	916	1
149	南荒10区通往南荒7区	南荒7区	931	374.75	8.37	180	928	1
150	南荒11区通往南荒8区	南荒8区	932	374.75	8.37	180	929	1
151	南荒12区通往南荒9区	南荒9区	933	374.75	8.37	180	930	1
152	东荒1区通往东荒2区	东荒2区	898	374.75	8.37	180	899	1
153	东荒4区通往东荒5区	东荒5区	901	374.75	8.37	180	902	1
154	东荒7区通往东荒8区	东荒8区	904	374.75	8.37	180	905	1
155	东荒10区通往东荒11区	东荒11区	907	374.75	8.37	180	908	1
156	东荒13区通往东荒14区	东荒14区	910	374.75	8.37	180	911	1
157	东荒16区通往东荒17区	东荒17区	913	374.75	8.37	180	914	1
158	东荒19区通往东荒20区	东荒20区	916	374.75	8.37	180	917	1
159	东荒22区通往东荒23区	东荒23区	919	374.75	8.37	180	920	1
160	南荒7区通往南荒4区	南荒4区	928	374.75	8.37	180	925	1
161	南荒8区通往南荒5区	南荒5区	929	374.75	8.37	180	926	1
162	南荒9区通往南荒6区	南荒6区	930	374.75	8.37	180	927	1
163	东荒2区通往东荒3区	东荒中立区	899	374.75	8.37	180	900	1
164	东荒5区通往东荒6区	东荒6区	902	374.75	8.37	180	903	1
165	东荒8区通往东荒9区	东荒9区	905	374.75	8.37	180	906	1
166	东荒11区通往东荒12区	东荒12区	908	374.75	8.37	180	909	1
167	东荒14区通往东荒15区	东荒15区	911	374.75	8.37	180	912	1
168	东荒17区通往东荒18区	东荒18区	914	374.75	8.37	180	915	1
169	东荒20区通往东荒21区	东荒21区	917	374.75	8.37	180	918	1
170	东荒23区通往东荒24区	东荒24区	920	374.75	8.37	180	921	1
171	南荒4区通往南荒1区	南荒1区	925	374.75	8.37	180	922	1
172	南荒5区通往南荒2区	南荒2区	926	374.75	8.37	180	923	1
173	南荒6区通往南荒3区	南荒中立区	927	374.75	8.37	180	924	1
174	北荒4区通往北荒1区	北荒中立区	853	49.45	2.07	204.68	850	1
175	北荒5区通往北荒2区	北荒2区	854	49.45	2.07	204.68	851	1
176	北荒6区通往北荒3区	北荒3区	855	49.45	2.07	204.68	852	1
177	西荒23区通往西荒22区	西荒22区	896	49.45	2.07	204.68	895	1
178	西荒20区通往西荒19区	西荒19区	893	49.45	2.07	204.68	892	1
179	西荒17区通往西荒16区	西荒16区	890	49.45	2.07	204.68	889	1
180	西荒14区通往西荒13区	西荒13区	887	49.45	2.07	204.68	886	1
181	西荒11区通往西荒10区	西荒10区	884	49.45	2.07	204.68	883	1
182	西荒8区通往西荒7区	西荒7区	881	49.45	2.07	204.68	880	1
183	西荒5区通往西荒4区	西荒4区	878	49.45	2.07	204.68	877	1
184	西荒2区通往西荒1区	西荒中立区	875	49.45	2.07	204.68	874	1
185	北荒7区通往北荒4区	北荒4区	856	49.45	2.07	204.68	853	1
186	北荒8区通往北荒5区	北荒5区	857	49.45	2.07	204.68	854	1
187	北荒9区通往北荒6区	北荒6区	858	49.45	2.07	204.68	855	1
188	西荒24区通往西荒23区	西荒23区	897	49.45	2.07	204.68	896	1
189	西荒21区通往西荒20区	西荒20区	894	49.45	2.07	204.68	893	1
190	西荒18区通往西荒17区	西荒17区	891	49.45	2.07	204.68	890	1
191	西荒15区通往西荒14区	西荒14区	888	49.45	2.07	204.68	887	1
192	西荒12区通往西荒11区	西荒11区	885	49.45	2.07	204.68	884	1
193	西荒9区通往西荒8区	西荒8区	882	49.45	2.07	204.68	881	1
194	西荒6区通往西荒5区	西荒5区	879	49.45	2.07	204.68	878	1
195	西荒3区通往西荒2区	西荒2区	876	49.45	2.07	204.68	875	1
196	北荒10区通往北荒7区	北荒7区	859	49.45	2.07	204.68	856	1
197	北荒11区通往北荒8区	北荒8区	860	49.45	2.07	204.68	857	1
198	北荒12区通往北荒9区	北荒9区	861	49.45	2.07	204.68	858	1
199	昆仑20区通往西荒21区	西荒21区	965	49.45	2.07	204.68	894	1
200	昆仑18区通往西荒15区	西荒15区	963	49.45	2.07	204.68	888	1
201	南荒22区通往西荒9区	西荒9区	943	49.45	2.07	204.68	882	1
202	南荒23区通往西荒6区	西荒6区	944	49.45	2.07	204.68	879	1
203	南荒24区通往西荒3区	西荒3区	945	49.45	2.07	204.68	876	1
204	北荒13区通往北荒10区	北荒10区	862	49.45	2.07	204.68	859	1
205	北荒14区通往北荒11区	北荒11区	863	49.45	2.07	204.68	860	1
206	北荒15区通往北荒12区	北荒12区	864	49.45	2.07	204.68	861	1
207	昆仑22区通往昆仑21区	昆仑21区	967	49.45	2.07	204.68	966	1
208	昆仑7区通往昆仑20区	昆仑20区	952	49.45	2.07	204.68	965	1
209	昆仑6区通往昆仑19区	昆仑19区	951	49.45	2.07	204.68	964	1
210	昆仑5区通往昆仑18区	昆仑18区	950	49.45	2.07	204.68	963	1
211	昆仑16区通往昆仑17区	昆仑17区	961	49.45	2.07	204.68	962	1
212	南荒19区通往南荒22区	南荒22区	940	49.45	2.07	204.68	943	1
213	南荒20区通往南荒23区	南荒23区	941	49.45	2.07	204.68	944	1
214	南荒21区通往南荒24区	南荒24区	942	49.45	2.07	204.68	945	1
215	北荒16区通往北荒13区	北荒13区	865	49.45	2.07	204.68	862	1
216	北荒17区通往北荒14区	北荒14区	866	49.45	2.07	204.68	863	1
217	北荒18区通往北荒15区	北荒15区	867	49.45	2.07	204.68	864	1
218	昆仑23区通往昆仑22区	昆仑22区	968	49.45	2.07	204.68	967	1
219	昆仑8区通往昆仑7区	昆仑7区	953	49.45	2.07	204.68	952	1
220	昆仑1区通往昆仑6区	昆仑6区	946	49.45	6.07	204.68	951	1
221	昆仑4区通往昆仑5区	昆仑5区	949	49.45	2.07	204.68	950	1
222	昆仑15区通往昆仑16区	昆仑16区	960	49.45	2.07	204.68	961	1
223	南荒16区通往南荒19区	南荒19区	937	49.45	2.07	204.68	940	1
224	南荒17区通往南荒20区	南荒20区	938	49.45	2.07	204.68	941	1
225	南荒18区通往南荒21区	南荒21区	939	49.45	2.07	204.68	942	1
226	北荒19区通往北荒16区	北荒16区	868	49.45	2.07	204.68	865	1
227	北荒20区通往北荒17区	北荒17区	869	49.45	2.07	204.68	866	1
228	北荒21区通往北荒18区	北荒18区	870	49.45	2.07	204.68	867	1
229	昆仑24区通往昆仑23区	昆仑23区	969	49.45	2.07	204.68	968	1
230	昆仑9区通往昆仑8区	昆仑8区	954	49.45	2.07	204.68	953	1
231	昆仑2区通往昆仑1区	昆仑1区	947	49.45	2.07	204.68	946	1
232	昆仑3区通往昆仑4区	昆仑4区	948	49.45	2.07	204.68	949	1
233	昆仑14区通往昆仑15区	昆仑15区	959	49.45	2.07	204.68	960	1
234	南荒13区通往南荒16区	南荒16区	934	49.45	2.07	204.68	937	1
235	南荒14区通往南荒17区	南荒17区	935	49.45	2.07	204.68	938	1
236	南荒15区通往南荒18区	南荒18区	936	49.45	2.07	204.68	939	1
237	北荒22区通往北荒19区	北荒19区	871	49.45	2.07	204.68	868	1
238	北荒23区通往北荒20区	北荒20区	872	49.45	2.07	204.68	869	1
239	北荒24区通往北荒21区	北荒21区	873	49.45	2.07	204.68	870	1
240	昆仑25区通往昆仑24区	昆仑24区	970	49.45	2.07	204.68	969	1
241	昆仑10区通往昆仑9区	昆仑9区	955	49.45	2.07	204.68	954	1
242	昆仑11区通往昆仑2区	昆仑2区	956	49.45	2.07	204.68	947	1
243	昆仑12区通往昆仑3区	昆仑3区	957	49.45	2.07	204.68	948	1
244	昆仑13区通往昆仑14区	昆仑14区	958	49.45	2.07	204.68	959	1
245	南荒10区通往南荒13区	南荒13区	931	49.45	2.07	204.68	934	1
246	南荒11区通往南荒14区	南荒14区	932	49.45	2.07	204.68	935	1
247	南荒12区通往南荒15区	南荒15区	933	49.45	2.07	204.68	936	1
248	东荒1区通往北荒22区	北荒22区	898	49.45	2.07	204.68	871	1
249	东荒4区通往北荒23区	北荒23区	901	49.45	2.07	204.68	872	1
250	东荒7区通往北荒24区	北荒24区	904	49.45	2.07	204.68	873	1
251	东荒13区通往昆仑10区	昆仑10区	910	49.45	2.07	204.68	955	1
252	东荒19区通往昆仑12区	昆仑12区	916	49.45	2.07	204.68	957	1
253	南荒7区通往南荒10区	南荒10区	928	49.45	2.07	204.68	931	1
254	南荒8区通往南荒11区	南荒11区	929	49.45	2.07	204.68	932	1
255	南荒9区通往南荒12区	南荒12区	930	49.45	2.07	204.68	933	1
256	东荒2区通往东荒1区	东荒1区	899	49.45	2.07	204.68	898	1
257	东荒5区通往东荒4区	东荒4区	902	49.45	2.07	204.68	901	1
258	东荒8区通往东荒7区	东荒7区	905	49.45	2.07	204.68	904	1
259	东荒11区通往东荒10区	东荒10区	908	49.45	2.07	204.68	907	1
260	东荒14区通往东荒13区	东荒13区	911	49.45	2.07	204.68	910	1
261	东荒17区通往东荒16区	东荒16区	914	49.45	2.07	204.68	913	1
262	东荒20区通往东荒19区	东荒19区	917	49.45	2.07	204.68	916	1
263	东荒23区通往东荒22区	东荒22区	920	49.45	2.07	204.68	919	1
264	南荒4区通往南荒7区	南荒7区	925	49.45	2.07	204.68	928	1
265	南荒5区通往南荒8区	南荒8区	926	49.45	2.07	204.68	929	1
266	南荒6区通往南荒9区	南荒9区	927	49.45	2.07	204.68	930	1
267	东荒3区通往东荒2区	东荒2区	900	49.45	2.07	204.68	899	1
268	东荒6区通往东荒5区	东荒5区	903	49.45	2.07	204.68	902	1
269	东荒9区通往东荒8区	东荒8区	906	49.45	2.07	204.68	905	1
270	东荒12区通往东荒11区	东荒11区	909	49.45	2.07	204.68	908	1
271	东荒15区通往东荒14区	东荒14区	912	49.45	2.07	204.68	911	1
272	东荒18区通往东荒17区	东荒17区	915	49.45	2.07	204.68	914	1
273	东荒21区通往东荒20区	东荒20区	918	49.45	2.07	204.68	917	1
274	东荒24区通往东荒23区	东荒23区	921	49.45	2.07	204.68	920	1
275	南荒1区通往南荒4区	南荒4区	922	49.45	2.07	204.68	925	1
276	南荒2区通往南荒5区	南荒5区	923	49.45	2.07	204.68	926	1
277	南荒3区通往南荒6区	南荒6区	924	49.45	2.07	204.68	927	1
278	北荒2区通往北荒1区	北荒中立区	851	217.74	8.08	375.15	850	1
279	北荒3区通往北荒2区	北荒2区	852	217.74	8.08	375.15	851	1
280	西荒22区通往北荒3区	北荒3区	895	217.74	8.08	375.15	852	1
281	西荒19区通往西荒22区	西荒22区	892	217.74	8.08	375.15	895	1
282	西荒16区通往西荒19区	西荒19区	889	217.74	8.08	375.15	892	1
283	西荒13区通往西荒16区	西荒16区	886	217.74	8.08	375.15	889	1
284	西荒10区通往西荒13区	西荒13区	883	217.74	8.08	375.15	886	1
285	西荒7区通往西荒10区	西荒10区	880	217.74	8.08	375.15	883	1
286	西荒4区通往西荒7区	西荒7区	877	217.74	8.08	375.15	880	1
287	西荒1区通往西荒4区	西荒4区	874	217.74	8.08	375.15	877	1
288	北荒5区通往北荒4区	北荒4区	854	217.74	8.08	375.15	853	1
289	北荒6区通往北荒5区	北荒5区	855	217.74	8.08	375.15	854	1
290	西荒23区通往北荒6区	北荒6区	896	217.74	8.08	375.15	855	1
291	西荒20区通往西荒23区	西荒23区	893	217.74	8.08	375.15	896	1
292	西荒17区通往西荒20区	西荒20区	890	217.74	8.08	375.15	893	1
293	西荒14区通往西荒17区	西荒17区	887	217.74	8.08	375.15	890	1
294	西荒11区通往西荒14区	西荒14区	884	217.74	8.08	375.15	887	1
295	西荒8区通往西荒11区	西荒11区	881	217.74	8.08	375.15	884	1
296	西荒5区通往西荒8区	西荒8区	878	217.74	8.08	375.15	881	1
297	西荒2区通往西荒5区	西荒5区	875	217.74	8.08	375.15	878	1
298	北荒8区通往北荒7区	北荒7区	857	217.74	8.08	375.15	856	1
299	北荒9区通往北荒8区	北荒8区	858	217.74	8.08	375.15	857	1
300	西荒24区通往北荒9区	北荒9区	897	217.74	8.08	375.15	858	1
301	西荒21区通往西荒24区	西荒24区	894	217.74	8.08	375.15	897	1
302	西荒18区通往西荒21区	西荒21区	891	217.74	8.08	375.15	894	1
303	西荒15区通往西荒18区	西荒18区	888	217.74	8.08	375.15	891	1
304	西荒12区通往西荒15区	西荒15区	885	217.74	8.08	375.15	888	1
305	西荒9区通往西荒12区	西荒12区	882	217.74	8.08	375.15	885	1
306	西荒6区通往西荒9区	西荒9区	879	217.74	8.08	375.15	882	1
307	西荒3区通往西荒6区	西荒6区	876	217.74	8.08	375.15	879	1
308	北荒11区通往北荒10区	北荒10区	860	217.74	8.08	375.15	859	1
309	北荒12区通往北荒11区	北荒11区	861	217.74	8.08	375.15	860	1
310	昆仑20区通往昆仑21区	昆仑21区	965	217.74	8.08	375.15	966	1
311	昆仑19区通往昆仑20区	昆仑20区	964	217.74	8.08	375.15	965	1
312	昆仑18区通往昆仑19区	昆仑19区	963	217.74	8.08	375.15	964	1
313	昆仑17区通往昆仑18区	昆仑18区	962	217.74	8.08	375.15	963	1
314	南荒23区通往南荒22区	南荒22区	944	217.74	8.08	375.15	943	1
315	南荒24区通往南荒23区	南荒23区	945	217.74	8.08	375.15	944	1
316	北荒14区通往北荒13区	北荒13区	863	217.74	8.08	375.15	862	1
317	北荒15区通往北荒14区	北荒14区	864	217.74	8.08	375.15	863	1
318	昆仑7区通往昆仑22区	昆仑22区	952	217.74	8.08	375.15	967	1
319	昆仑6区通往昆仑7区	昆仑7区	951	217.74	8.08	375.15	952	1
320	昆仑5区通往昆仑6区	昆仑6区	950	217.74	8.08	375.15	951	1
321	昆仑16区通往昆仑5区	昆仑5区	961	217.74	8.08	375.15	950	1
322	南荒20区通往南荒19区	南荒19区	941	217.74	8.08	375.15	940	1
323	南荒21区通往南荒20区	南荒20区	942	217.74	8.08	375.15	941	1
324	北荒17区通往北荒16区	北荒16区	866	217.74	8.08	375.15	865	1
325	北荒18区通往北荒17区	北荒17区	867	217.74	8.08	375.15	866	1
326	昆仑23区通往北荒18区	北荒18区	968	217.74	8.08	375.15	867	1
327	昆仑8区通往昆仑23区	昆仑23区	953	217.74	8.08	375.15	968	1
328	昆仑1区通往昆仑8区	昆仑8区	946	217.74	8.08	375.15	953	1
329	昆仑4区通往昆仑1区	昆仑1区	949	217.74	8.08	375.15	946	1
330	昆仑15区通往昆仑4区	昆仑4区	960	217.74	8.08	375.15	949	1
331	南荒16区通往昆仑15区	昆仑15区	937	217.74	8.08	375.15	960	1
332	南荒17区通往南荒16区	南荒16区	938	217.74	8.08	375.15	937	1
333	南荒18区通往南荒17区	南荒17区	939	217.74	8.08	375.15	938	1
334	北荒20区通往北荒19区	北荒19区	869	217.74	8.08	375.15	868	1
335	北荒21区通往北荒20区	北荒20区	870	217.74	8.08	375.15	869	1
336	昆仑9区通往昆仑24区	昆仑24区	954	217.74	8.08	375.15	969	1
337	昆仑2区通往昆仑9区	昆仑9区	947	217.74	8.08	375.15	954	1
338	昆仑3区通往昆仑2区	昆仑2区	948	217.74	8.08	375.15	947	1
339	昆仑14区通往昆仑3区	昆仑3区	959	217.74	8.08	375.15	948	1
340	南荒14区通往南荒13区	南荒13区	935	217.74	8.08	375.15	934	1
341	南荒15区通往南荒14区	南荒14区	936	217.74	8.08	375.15	935	1
342	北荒23区通往北荒22区	北荒22区	872	217.74	8.08	375.15	871	1
343	北荒24区通往北荒23区	北荒23区	873	217.74	8.08	375.15	872	1
344	昆仑10区通往昆仑25区	昆仑25区	955	217.74	8.08	375.15	970	1
345	昆仑11区通往昆仑10区	昆仑10区	956	217.74	8.08	375.15	955	1
346	昆仑12区通往昆仑11区	昆仑11区	957	217.74	8.08	375.15	956	1
347	昆仑13区通往昆仑12区	昆仑12区	958	217.74	8.08	375.15	957	1
348	南荒11区通往南荒10区	南荒10区	932	217.74	8.08	375.15	931	1
349	南荒12区通往南荒11区	南荒11区	933	217.74	8.08	375.15	932	1
350	东荒4区通往东荒1区	东荒1区	901	217.74	8.08	375.15	898	1
351	东荒7区通往东荒4区	东荒4区	904	217.74	8.08	375.15	901	1
352	东荒10区通往东荒7区	东荒7区	907	217.74	8.08	375.15	904	1
353	东荒13区通往东荒10区	东荒10区	910	217.74	8.08	375.15	907	1
354	东荒16区通往东荒13区	东荒13区	913	217.74	8.08	375.15	910	1
355	东荒19区通往东荒16区	东荒16区	916	217.74	8.08	375.15	913	1
356	东荒22区通往东荒19区	东荒19区	919	217.74	8.08	375.15	916	1
357	南荒7区通往东荒22区	东荒22区	928	217.74	8.08	375.15	919	1
358	南荒8区通往南荒7区	南荒7区	929	217.74	8.08	375.15	928	1
359	南荒9区通往南荒8区	南荒8区	930	217.74	8.08	375.15	929	1
360	东荒5区通往东荒2区	东荒2区	902	217.74	8.08	375.15	899	1
361	东荒8区通往东荒5区	东荒5区	905	217.74	8.08	375.15	902	1
362	东荒11区通往东荒8区	东荒8区	908	217.74	8.08	375.15	905	1
363	东荒14区通往东荒11区	东荒11区	911	217.74	8.08	375.15	908	1
364	东荒17区通往东荒14区	东荒14区	914	217.74	8.08	375.15	911	1
365	东荒20区通往东荒17区	东荒17区	917	217.74	8.08	375.15	914	1
