Id	Description	Name	Title	NpcType	Level	ForceId	AlertRadius	CorpseTime	DialogID	DialogRadius	DialogStop	AttackFlyDistance	BelongType	CombatNPC	NpcPaoPaoId	NpcPaoPaoShowType	IsCanBeClientSel	IsDisableFaceto	IsCanCatch	BornAnimId	RelibeAnimId	DropResetCountId	ItemDropType	ShowNameBordType	IsDissolution	DissolutionBronTime	DissolutionColor	DissolutionEffectID	ActivenessID	BackHomeResetFaceDir	HitEffctScaleRate	NpcFunctionalMark	CanPlayCameraRock	IsMustShowHp	LODDistance	PetID	IsHideHeadHpBar	FieldEffectId1	FieldEffectId2	NpcPaoPaoTalkID	DmgStatisticIndex	StatisticBossCount	IsBornFaceTo	ShowBelong	IsPrecentHp	Rewardinterface	EnemySelectScale	CatchCutePet
52	多人舞龙空NPC			0	1	1	0	1000	-1	2	-1	0	1	1	-1	-1	0	0	0	673	-1	-1	0	-1	0	0	[000000]	-1	-1	0	1	0	0	-1	0	-1	1	0	0	-1	-1	-1	0	0	-1	0	1	0
91	五福锦鲤入口NPC	诸事顺利小锦鲤 	<五福锦鲤活动大使>	0	30	1	0	3000	24	3	-1	4	1	0	-1	-1	1	1	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
181	【固定ID】星宿-神木王鼎	神木王鼎		1	1	7	20	3000	-1	2	-1	4	1	1	-1	-1	1	0	0	8061	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	0.01	0
182	【固定ID】星宿-神木王鼎-毒蜂	毒蜂		1	1	7	15	3000	-1	2	-1	4	1	1	-1	-1	0	0	0	-1	-1	-1	0	2	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	1	0	0	-1	-1	-1	0	0	-1	0	1	0
183	【固定ID】星宿-神木王鼎-毒蝎	毒蝎		1	1	7	15	3000	-1	2	-1	4	1	1	-1	-1	0	0	0	-1	-1	-1	0	2	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	1	0	0	-1	-1	-1	0	0	-1	0	1	0
184	【固定ID】背饰技能	背饰技能		1	1	7	20	3000	-1	2	-1	4	1	1	-1	-1	1	0	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	0.01	0
185	【固定ID】玄机-武侯神弩-鸠	武侯神弩		1	1	7	18	500	-1	2	-1	4	1	1	-1	-1	0	0	0	-1	-1	-1	0	-1	1	500	[000000]	-1	-1	0	1	0	1	-1	0	-1	1	0	0	-1	-1	-1	0	0	-1	0	1	0
186	【固定ID】玄机-武侯神弩-暗	武侯神弩		1	1	7	18	500	-1	2	-1	4	1	1	-1	-1	0	0	0	-1	-1	-1	0	-1	1	500	[000000]	-1	-1	0	1	0	1	-1	0	-1	1	0	0	-1	-1	-1	0	0	-1	0	1	0
187	【固定ID】玄机-武侯神弩-变身-鸠	武侯神弩		1	1	7	18	500	-1	2	-1	4	1	1	-1	-1	0	0	0	-1	-1	-1	0	-1	1	500	[000000]	-1	-1	0	1	0	1	-1	0	-1	1	0	0	-1	-1	-1	0	0	-1	0	1	0
188	【固定ID】玄机-武侯神弩-变身-暗	武侯神弩		1	1	7	18	500	-1	2	-1	4	1	1	-1	-1	0	0	0	-1	-1	-1	0	-1	1	500	[000000]	-1	-1	0	1	0	1	-1	0	-1	1	0	0	-1	-1	-1	0	0	-1	0	1	0
189	【固定ID】玄机-武侯神弩-心法-鸠	武侯神弩		1	1	7	18	500	-1	2	-1	4	1	1	-1	-1	0	0	0	-1	-1	-1	0	-1	1	500	[000000]	-1	-1	0	1	0	1	-1	0	-1	1	0	0	-1	-1	-1	0	0	-1	0	1	0
190	【固定ID】玄机-武侯神弩-心法-暗	武侯神弩		1	1	7	18	500	-1	2	-1	4	1	1	-1	-1	0	0	0	-1	-1	-1	0	-1	1	500	[000000]	-1	-1	0	1	0	1	-1	0	-1	1	0	0	-1	-1	-1	0	0	-1	0	1	0
191	【固定ID】玄机-武侯神弩-心法-变身-鸠	武侯神弩		1	1	7	18	500	-1	2	-1	4	1	1	-1	-1	0	0	0	-1	-1	-1	0	-1	1	500	[000000]	-1	-1	0	1	0	1	-1	0	-1	1	0	0	-1	-1	-1	0	0	-1	0	1	0
192	【固定ID】玄机-武侯神弩-心法-变身-暗	武侯神弩		1	1	7	18	500	-1	2	-1	4	1	1	-1	-1	0	0	0	-1	-1	-1	0	-1	1	500	[000000]	-1	-1	0	1	0	1	-1	0	-1	1	0	0	-1	-1	-1	0	0	-1	0	1	0
193	【固定ID】白驼山-灵蛇	灵蛇		1	1	7	18	1000	-1	2	-1	4	1	1	-1	-1	1	0	0	11077	-1	-1	0	1	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
194	【固定ID】白驼山-灵蛇-大师心法	灵蛇		1	1	7	18	1000	-1	2	-1	4	1	1	-1	-1	1	0	0	11077	-1	-1	0	1	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
195	【固定ID】词缀寄生蝎	寄生蝎		1	1	3	10	3000	-1	2	-1	4	1	1	-1	-1	1	0	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	600	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
196	【固定ID】词缀毒沼池			1	1	3	500	500	-1	2	-1	0	1	1	-1	-1	1	0	0	-1	-1	-1	0	2	0	0	[000000]	-1	-1	0	1	0	1	-1	600	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
200	第一天玉牌线npc	孙秀才		0	20	1	0	3000	31401	2	-1	4	1	0	-1	-1	0	1	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
201	第一天铁扇线npc	快手赵		0	20	1	0	3000	31402	2	-1	4	1	0	-1	-1	0	1	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
202	第一天金币线npc	肖大		0	20	1	0	3000	31403	2	-1	4	1	0	-1	-1	0	1	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
203	第一天短刀线npc	张老兵		0	20	1	0	3000	31404	2	-1	4	1	0	-1	-1	0	1	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
204	第一天短刀线npc	张云		0	20	1	0	3000	31405	2	-1	4	1	0	-1	-1	0	1	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
205	无量山飞行路线怪物	神农帮弓箭手		0	40	3	10	3000	-1	2	-1	4	1	1	-1	-1	1	0	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	600	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
206	无量山飞行路线怪物——空中	神农帮弩箭手		0	40	3	10	3000	-1	2	-1	4	1	1	-1	-1	1	0	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	600	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
207	入场树叶	入场树叶		0	1	0	0	3000	-1	2	-1	4	1	0	-1	-1	0	0	0	-1	-1	-1	0	2	1	0	[000000]	-1	-1	0	1	0	1	-1	600	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
208	隐藏任务—试炼靶子	飞空稻草人		0	40	2	0	3000	-1	2	-1	4	1	1	-1	-1	1	0	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	600	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
209	隐藏任务—小孩	小孩		0	20	1	0	3000	31329	2	1	4	1	0	-1	-1	1	0	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
400	迷瘴林渊-瘴气	蚀骨青岚		2	139	3	99	2000	-1	2	-1	0	1	1	-1	-1	0	0	0	-1	-1	-1	0	2	0	0	[000000]	-1	-1	0	1	0	1	-1	600	-1	0	0	0	-1	2	3	0	0	-1	0	1	0
401	迷瘴林渊-瘴气	千幻迷心瘴		2	139	3	99	2000	-1	2	-1	0	1	1	-1	-1	0	0	0	-1	-1	-1	0	2	0	0	[000000]	-1	-1	0	1	0	1	-1	600	-1	0	0	0	-1	2	3	0	0	-1	0	1	0
402	迷瘴林渊-瘴气	腐髓毒龙息		2	139	3	99	2000	-1	2	-1	0	1	1	-1	-1	0	0	0	-1	-1	-1	0	2	0	0	[000000]	-1	-1	0	1	0	1	-1	600	-1	0	0	0	-1	2	3	0	0	-1	0	1	0
403	迷瘴林渊-瘴气	寒髓冰雾		2	139	3	99	2000	-1	2	-1	0	1	1	-1	-1	0	0	0	-1	-1	-1	0	2	0	0	[000000]	-1	-1	0	1	0	1	-1	600	-1	0	0	0	-1	2	3	0	0	-1	0	1	0
404	迷瘴林渊-瘴气	血煞焚风		2	139	3	99	2000	-1	2	-1	0	1	1	-1	-1	0	0	0	-1	-1	-1	0	2	0	0	[000000]	-1	-1	0	1	0	1	-1	600	-1	0	0	0	-1	2	3	0	0	-1	0	1	0
405	迷瘴林渊-瘴气	枯荣生死障		2	139	3	99	2000	-1	2	-1	0	1	1	-1	-1	0	0	0	-1	-1	-1	0	2	0	0	[000000]	-1	-1	0	1	0	1	-1	600	-1	0	0	0	-1	2	3	0	0	-1	0	1	0
406	迷瘴林渊-瘴气	七情销魂烟		2	139	3	99	2000	-1	2	-1	0	1	1	-1	-1	0	0	0	-1	-1	-1	0	2	0	0	[000000]	-1	-1	0	1	0	1	-1	600	-1	0	0	0	-1	2	3	0	0	-1	0	1	0
407	丐帮-酒坛	酒坛		2	50	3	10	6000	-1	2	-1	0	1	1	-1	-1	1	0	0	60755	-1	-1	0	2	1	0	[000000]	-1	-1	0	1	0	1	-1	600	-1	0	0	0	-1	-1	-1	0	0	-1	0	0.01	0
1001	场景交互物-鱼			0	20	1	0	3000	-1	2	-1	4	1	0	-1	-1	0	1	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
1002	场景交互物-鹅			0	20	1	0	3000	-1	2	-1	4	1	0	-1	-1	0	1	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
1003	场景交互物-鸽子			0	20	1	0	3000	-1	2	-1	4	1	0	-1	-1	0	1	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
1004	场景交互物-燕子			0	20	1	0	3000	-1	2	-1	4	1	0	-1	-1	0	1	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
1005	场景交互物-鸽子群			0	20	1	0	3000	-1	2	-1	4	1	0	-1	-1	0	1	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
1006	场景交互物-喂鸽子的鱼女-洛阳			0	20	1	0	3000	7	2	-1	4	1	0	-1	-1	0	1	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
1007	场景交互物-喂鸽子的鱼女-大理			0	20	1	0	3000	8	2	-1	4	1	0	-1	-1	0	1	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
1008	场景交互物-火堆			0	20	1	0	3000	-1	2	-1	4	1	0	-1	-1	0	1	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
1009	场景交互物-中原青年农夫			0	20	1	0	3000	-1	2	-1	4	1	0	-1	-1	0	1	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
1010	场景交互物-中原青年农妇			0	20	1	0	3000	-1	2	-1	4	1	0	-1	-1	0	1	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
1011	场景交互物-中原老妇人			0	20	1	0	3000	-1	2	-1	4	1	0	-1	-1	0	1	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
1012	场景交互物-中原少年			0	20	1	0	3000	-1	2	-1	4	1	0	-1	-1	0	1	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
1021	巡游NPC-洛阳-郝幸符	郝幸符	<花车巡游使者>	0	20	1	0	3000	20	2	-1	4	1	0	-1	-1	1	1	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
1022	婚礼副本进入NPC-洛阳-郝仕瑾	郝仕瑾	<婚礼入口>	0	20	1	0	3000	21	2	-1	4	1	0	-1	-1	1	1	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
1023	婚礼轿子-初级			0	20	1	0	3000	-1	2	-1	4	1	0	-1	-1	0	1	0	-1	-1	-1	0	2	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
1024	婚礼轿子-中级			0	20	1	0	3000	-1	2	-1	4	1	0	-1	-1	0	1	0	-1	-1	-1	0	2	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
1025	婚礼轿子-高级			0	20	1	0	3000	-1	2	-1	4	1	0	-1	-1	0	1	0	-1	-1	-1	0	2	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
1026	婚礼马-初级			0	20	1	0	3000	-1	2	-1	4	1	0	-1	-1	0	1	0	-1	-1	-1	0	2	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
1027	婚礼马-中级			0	20	1	0	3000	-1	2	-1	4	1	0	-1	-1	0	1	0	-1	-1	-1	0	2	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
1028	婚礼马-高级			0	20	1	0	3000	-1	2	-1	4	1	0	-1	-1	0	1	0	-1	-1	-1	0	2	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
1029	婚礼仪仗队-2人举牌			0	20	1	0	3000	-1	2	-1	4	1	0	-1	-1	0	1	0	-1	-1	-1	0	2	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
1030	婚礼仪仗队-2人敲锣			0	20	1	0	3000	-1	2	-1	4	1	0	-1	-1	0	1	0	-1	-1	-1	0	2	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
1031	婚礼轿子+喜娘-高级			0	20	1	0	3000	-1	2	-1	4	1	0	-1	-1	0	1	0	-1	-1	-1	0	2	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
1032	婚礼现场应景NPC-举牌01			0	20	1	0	3000	-1	2	-1	4	1	0	352	20	0	1	0	-1	-1	-1	0	2	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
1033	婚礼现场应景NPC-举牌02			0	20	1	0	3000	-1	2	-1	4	1	0	352	20	0	1	0	-1	-1	-1	0	2	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
1034	婚礼现场应景NPC-举牌03			0	20	1	0	3000	-1	2	-1	4	1	0	352	20	0	1	0	-1	-1	-1	0	2	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
1035	婚礼现场应景NPC-举牌04			0	20	1	0	3000	-1	2	-1	4	1	0	352	20	0	1	0	-1	-1	-1	0	2	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
1036	婚礼现场应景NPC-举牌05			0	20	1	0	3000	-1	2	-1	4	1	0	352	20	0	1	0	-1	-1	-1	0	2	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
1037	婚礼现场应景NPC-举牌06			0	20	1	0	3000	-1	2	-1	4	1	0	352	20	0	1	0	-1	-1	-1	0	2	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
1038	婚礼现场应景NPC-媒婆			0	20	1	0	3000	-1	2	-1	4	1	0	352	20	0	1	0	-1	-1	-1	0	2	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
1039	婚礼现场应景NPC-月老			0	20	1	0	3000	-1	2	-1	4	1	0	352	20	0	1	0	-1	-1	-1	0	2	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
1040	婚礼现场应景NPC-店小二			0	20	1	0	3000	-1	2	-1	4	1	0	352	20	0	1	0	-1	-1	-1	0	2	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
1041	婚礼现场应景NPC-喜娘01			0	20	1	0	3000	-1	2	-1	4	1	0	352	20	0	1	0	-1	-1	-1	0	2	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
1042	婚礼现场应景NPC-喜娘02			0	20	1	0	3000	-1	2	-1	4	1	0	352	20	0	1	0	-1	-1	-1	0	2	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
1043	婚礼现场应景NPC-鼓			0	20	1	0	3000	-1	2	-1	4	1	0	352	20	0	1	0	-1	-1	-1	0	2	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
1044	婚礼现场应景NPC-锣			0	20	1	0	3000	-1	2	-1	4	1	0	352	20	0	1	0	-1	-1	-1	0	2	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
1045	婚礼现场应景NPC-二胡			0	20	1	0	3000	-1	2	-1	4	1	0	352	20	0	1	0	-1	-1	-1	0	2	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
1046	婚礼现场应景NPC-小侍女			0	20	1	0	3000	-1	2	-1	4	1	0	352	20	0	1	0	-1	-1	-1	0	2	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
1047	婚礼场景特别来宾-段誉	段誉	<特别来宾>	0	40	1	0	3000	22	2	-1	4	1	0	-1	-1	1	0	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
1048	婚礼场景入口-易拉宝	婚礼告示牌		0	40	1	0	3000	23	2	-1	4	1	0	-1	-1	1	1	0	-1	-1	-1	0	2	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
8500	地鼠门门人	地鼠门门人		0	40	3	10	3000	-1	2	-1	4	1	1	-1	-1	1	0	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	600	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
8501	灵鹫宫普通弟子	灵鹫宫普通弟子		0	40	3	10	3000	-1	2	-1	4	1	1	-1	-1	1	0	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	600	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
8502	神农帮锄头弟子	神农帮锄头弟子		0	40	3	10	3000	-1	2	-1	4	1	1	-1	-1	1	0	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	600	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
8503	无量剑西宫弟子（女）	无量剑西宫弟子		0	40	3	10	3000	-1	2	-1	4	1	1	-1	-1	1	0	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	600	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
8504	无量剑东宫弟子	无量剑东宫弟子		0	40	3	10	3000	-1	2	-1	4	1	1	-1	-1	1	0	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	600	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
8507	丐帮持钵弟子	丐帮持钵弟子		0	40	3	10	3000	-1	2	-1	4	1	1	-1	-1	1	0	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	600	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
8508	丐帮持棒弟子	丐帮持棒弟子		0	40	3	10	3000	-1	2	-1	4	1	1	-1	-1	1	0	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	600	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
8509	西夏步战武士	西夏步战武士		0	40	3	10	3000	-1	2	-1	4	1	1	-1	-1	1	0	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	600	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
8510	灵鹫宫使节（持剑）	灵鹫宫使节		0	40	3	10	3000	-1	2	-1	4	1	1	-1	-1	1	0	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	600	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
8511	聚贤庄武林人士（持爪）	聚贤庄武林人士		0	40	3	10	3000	-1	2	-1	4	1	1	-1	-1	1	0	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	600	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
