Id	Profession	Level	STR	AGI	VIT	SPI	WLP	HPMax	MPMax	BaseAllAttr	PhysicalAttack	MagicalAttack	PhysicalDefence	MagicalDefence	Hit	Dodge
74	0	74	78	96	95	101	87	6350	12650	0	1509	1543	5492	5503	1768	588
75	0	75	81	99	98	104	92	6375	13000	0	1534	1569	5715	5726	1824	606
76	0	76	84	103	101	107	96	6400	13350	0	1559	1594	5938	5949	1879	625
77	0	77	87	106	105	111	100	6425	13700	0	1585	1620	6161	6172	1935	643
78	0	78	91	109	108	114	104	6450	14050	0	1610	1646	6384	6396	1990	661
79	0	79	94	112	111	118	108	6475	14400	0	1635	1671	6607	6619	2046	681
80	0	80	94	112	111	118	108	6475	14450	0	1635	1672	6607	6619	2046	681
81	0	81	94	113	112	118	108	6475	14500	0	1635	1672	6607	6619	2047	681
82	0	82	94	113	112	119	108	6475	14550	0	1635	1673	6607	6619	2047	682
83	0	83	94	113	112	119	108	6475	14600	0	1636	1674	6608	6620	2048	682
84	0	84	94	113	112	119	108	6475	14650	0	1636	1674	6608	6620	2048	682
85	0	85	94	114	113	120	108	6475	14700	0	1636	1675	6608	6620	2049	682
86	0	86	94	114	113	120	108	6475	14750	0	1636	1675	6608	6620	2049	682
87	0	87	95	114	113	121	108	6475	14800	0	1636	1676	6608	6620	2050	682
88	0	88	95	114	113	121	108	6475	14850	0	1637	1677	6608	6621	2050	683
89	0	89	95	114	114	121	108	6475	14900	0	1637	1677	6608	6621	2051	683
90	0	90	95	115	114	122	108	6475	14950	0	1637	1678	6608	6621	2051	683
91	0	91	95	115	114	122	109	6475	15000	0	1637	1678	6608	6621	2052	683
92	0	92	95	115	114	123	109	6475	15050	0	1637	1679	6608	6621	2052	683
93	0	93	95	115	115	123	109	6475	15100	0	1637	1680	6609	6622	2053	683
94	0	94	95	115	115	123	109	6475	15150	0	1638	1680	6609	6622	2053	684
95	0	95	96	116	115	124	109	6475	15200	0	1638	1681	6609	6622	2054	684
96	0	96	96	116	115	124	109	6475	15250	0	1638	1681	6609	6622	2054	684
97	0	97	96	116	116	125	109	6475	15300	0	1638	1682	6609	6622	2055	684
98	0	98	96	116	116	125	109	6475	15350	0	1638	1683	6609	6623	2055	684
99	0	99	96	117	116	125	109	6475	15400	0	1639	1683	6609	6623	2056	684
100	0	100	96	117	116	126	109	6475	15450	0	1639	1684	6609	6623	2056	685
101	0	101	96	117	117	126	109	6475	15500	0	1639	1684	6609	6623	2057	685
102	0	102	96	117	117	127	109	6475	15550	0	1639	1685	6609	6623	2057	685
103	0	103	96	117	117	127	109	6475	15600	0	1639	1686	6610	6624	2058	685
104	0	104	97	118	118	127	109	6475	15650	0	1639	1686	6610	6624	2058	685
105	0	105	97	118	118	128	109	6475	15700	0	1640	1687	6610	6624	2059	685
106	0	106	97	118	118	128	110	6475	15750	0	1640	1687	6610	6624	2059	686
107	0	107	97	118	118	129	110	6475	15800	0	1640	1688	6610	6624	2060	686
108	0	108	97	118	119	129	110	6475	15850	0	1640	1689	6610	6625	2060	686
109	0	109	97	119	119	129	110	6475	15900	0	1640	1689	6610	6625	2061	686
110	0	110	97	119	119	130	110	6475	15950	0	1641	1690	6610	6625	2061	686
111	0	111	97	119	119	130	110	6475	16000	0	1641	1690	6610	6625	2062	686
112	0	112	98	119	120	131	110	6475	16050	0	1641	1691	6610	6625	2062	687
113	0	113	98	120	120	131	110	6475	16100	0	1641	1692	6611	6626	2063	687
114	0	114	98	120	120	131	110	6475	16150	0	1641	1692	6611	6626	2063	687
115	0	115	98	120	120	132	110	6475	16200	0	1641	1693	6611	6626	2064	687
116	0	116	98	120	121	132	110	6475	16250	0	1642	1693	6611	6626	2064	687
117	0	117	98	120	121	133	110	6475	16300	0	1642	1694	6611	6626	2065	687
118	0	118	98	121	121	133	110	6475	16350	0	1642	1695	6611	6627	2065	688
119	0	119	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
120	0	120	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
121	0	121	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
122	0	122	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
123	0	123	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
124	0	124	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
125	0	125	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
126	0	126	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
127	0	127	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
128	0	128	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
129	0	129	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
130	0	130	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
131	0	131	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
132	0	132	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
133	0	133	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
134	0	134	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
135	0	135	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
136	0	136	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
137	0	137	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
138	0	138	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
139	0	139	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
140	0	140	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
141	0	141	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
142	0	142	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
143	0	143	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
144	0	144	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
145	0	145	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
146	0	146	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
147	0	147	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
148	0	148	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
149	0	149	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
150	0	150	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
151	0	151	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
152	0	152	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
153	0	153	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
154	0	154	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
155	0	155	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
156	0	156	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
157	0	157	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
158	0	158	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
159	0	159	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
160	0	160	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
161	0	161	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
162	0	162	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
163	0	163	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
164	0	164	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
165	0	165	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
166	0	166	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
167	0	167	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
168	0	168	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
169	0	169	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
170	0	170	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
171	0	171	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
172	0	172	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
173	0	173	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
174	0	174	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
175	0	175	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
176	0	176	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
177	0	177	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
178	0	178	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
179	0	179	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
180	0	180	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
181	0	181	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
182	0	182	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
183	0	183	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
184	0	184	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
185	0	185	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
186	0	186	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
187	0	187	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
188	0	188	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
189	0	189	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
190	0	190	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
191	0	191	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
192	0	192	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
193	0	193	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
194	0	194	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
195	0	195	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
196	0	196	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
197	0	197	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
198	0	198	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
199	0	199	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
200	0	200	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
201	0	201	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
202	0	202	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
203	0	203	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
204	0	204	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
205	0	205	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
206	0	206	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
207	0	207	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
208	0	208	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
209	0	209	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
210	0	210	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
211	0	211	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
212	0	212	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
213	0	213	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
214	0	214	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
215	0	215	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
216	0	216	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
217	0	217	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
218	0	218	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
219	0	219	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
220	0	220	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
221	0	221	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
222	0	222	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
223	0	223	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
224	0	224	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
225	0	225	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
226	0	226	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
227	0	227	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
228	0	228	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
229	0	229	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
230	0	230	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
231	0	231	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
232	0	232	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
233	0	233	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
234	0	234	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
235	0	235	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
236	0	236	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
237	0	237	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
238	0	238	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
239	0	239	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
240	0	240	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
241	0	241	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
242	0	242	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
243	0	243	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
244	0	244	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
245	0	245	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
246	0	246	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
247	0	247	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
248	0	248	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
249	0	249	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
250	0	250	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
251	0	251	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
252	0	252	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
253	0	253	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
254	0	254	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
255	0	255	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
256	0	256	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
257	0	257	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
258	0	258	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
259	0	259	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
260	0	260	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
261	0	261	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
262	0	262	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
263	0	263	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
264	0	264	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
265	0	265	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
266	0	266	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
267	0	267	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
268	0	268	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
269	0	269	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
270	0	270	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
271	0	271	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
272	0	272	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
273	0	273	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
274	0	274	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
275	0	275	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
276	0	276	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
277	0	277	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
278	0	278	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
279	0	279	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
280	0	280	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
281	0	281	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
282	0	282	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
283	0	283	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
284	0	284	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
285	0	285	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
286	0	286	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
287	0	287	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
288	0	288	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
289	0	289	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
290	0	290	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
291	0	291	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
292	0	292	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
293	0	293	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
294	0	294	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
295	0	295	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
296	0	296	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
297	0	297	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
298	0	298	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
299	0	299	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
300	0	300	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
301	0	301	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
302	0	302	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
303	0	303	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
304	0	304	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
305	0	305	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
306	0	306	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
307	0	307	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
308	0	308	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
309	0	309	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
310	0	310	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
311	0	311	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
312	0	312	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
313	0	313	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
314	0	314	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
315	0	315	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
316	0	316	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
317	0	317	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
318	0	318	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
319	0	319	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
320	0	320	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
321	0	321	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
322	0	322	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
323	0	323	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
324	0	324	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
325	0	325	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
326	0	326	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
327	0	327	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
328	0	328	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
329	0	329	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
330	0	330	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
331	0	331	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
332	0	332	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
333	0	333	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
334	0	334	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
335	0	335	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
336	0	336	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
337	0	337	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
338	0	338	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
339	0	339	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
340	0	340	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
341	0	341	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
342	0	342	98	121	121	133	110	6475	16400	0	1642	1695	6611	6627	2066	688
