Id	SceneID	DataID	PosX	PosY	PosZ	SpriteName	DescName	DescNameDirection
92	12	31205	141.48	301.35	375.89	0	-1	0
93	12	31205	137.88	300.15	367.98	0	-1	0
94	12	31205	146.28	301.08	374.97	0	-1	0
95	12	31205	137.21	301.45	376.86	0	-1	0
826	12	31211	166.29	301.16	25.11	0	-1	0
827	12	31211	158.41	301.08	25.26	0	-1	0
828	12	31211	163.29	301.04	26.8	0	-1	0
829	12	31211	157.27	301.04	22.9	0	-1	0
830	12	31208	103.29	301.27	174.11	0	-1	0
831	12	31208	103.29	301.1	176.1	0	-1	0
832	12	31208	105.16	301.11	171.95	0	-1	0
833	12	31210	87.12	300	322.23	0	-1	0
834	12	31202	100.06	299.6	292.8	0	-1	0
835	12	31209	150.01	300.21	345.1	0	-1	0
836	12	31209	147.42	300.21	345.1	0	-1	0
837	12	31209	152.77	300.21	345.86	0	-1	0
838	12	31209	154.15	300.21	340.84	0	-1	0
839	12	31209	155.02	300.21	344.01	0	-1	0
840	12	31161	291.16	301.14	343.29	0	-1	0
841	12	31161	291.16	301.14	340.98	0	-1	0
842	12	31161	291.16	301.14	338.33	0	-1	0
843	12	31161	291.16	301.14	336.2	0	-1	0
844	12	31161	289.44	301.03	337.43	0	-1	0
845	12	31161	289.44	301.03	339.61	0	-1	0
846	12	31161	289.44	301.03	341.64	0	-1	0
847	12	31161	287.4	301.11	340.64	0	-1	0
848	12	31161	287.4	301.11	338.63	0	-1	0
849	12	31161	259.88	301.25	342.38	0	-1	0
850	12	31161	259.88	301.25	339.73	0	-1	0
851	12	31161	259.88	301.25	336.73	0	-1	0
852	12	31161	262.56	301.25	338.2	0	-1	0
853	12	31161	262.56	301.25	341.09	0	-1	0
854	12	31161	265.01	301.25	342.6	0	-1	0
855	12	31161	265.01	301.25	339.48	0	-1	0
856	12	31161	265.01	301.25	336.37	0	-1	0
857	12	32738	348.03	301.06	336.12	0	-1	0
859	12	32738	347.98	301.06	330.24	0	-1	0
860	12	32738	351.11	301.06	330.19	0	-1	0
862	12	32738	351.11	301.06	336.24	0	-1	0
863	12	32738	354.35	301.06	335.3	0	-1	0
865	12	32738	354.07	301.06	330.19	0	-1	0
866	12	32738	353.44	301.06	338.58	0	-1	0
868	12	32738	351.92	301.06	340.59	0	-1	0
18071	12	32738	361.69	301	332.75	0	-1	0
18073	12	32738	335.16	301.04	330.03	0	-1	0
18074	12	32738	338.29	301.04	329.98	0	-1	0
18076	12	32738	338.29	301.04	336.03	0	-1	0
18077	12	32738	341.53	301.04	335.09	0	-1	0
18079	12	32738	341.25	301.04	329.98	0	-1	0
18080	12	32738	340.62	301.04	338.37	0	-1	0
18082	12	32738	339.1	301.04	340.38	0	-1	0
18083	12	32738	335.16	301.04	335.84	0	-1	0
18085	12	32738	348.15	301.19	314.04	0	-1	0
18086	12	32738	351.28	301.19	313.99	0	-1	0
18088	12	32738	351.28	301.19	320.04	0	-1	0
18089	12	32738	354.52	301.19	319.1	0	-1	0
18091	12	32738	354.24	301.19	313.99	0	-1	0
18092	12	32738	353.61	301.19	322.38	0	-1	0
18094	12	32738	352.09	301.19	324.39	0	-1	0
18095	12	32738	348.2	301.19	319.92	0	-1	0
18097	12	32738	361.3	301.19	329.69	0	-1	0
18098	12	32738	370.75	301.07	314.32	0	-1	0
18100	12	32738	370.75	301.07	320.37	0	-1	0
18101	12	32738	373.99	301.07	319.43	0	-1	0
18103	12	32738	373.71	301.07	314.32	0	-1	0
18104	12	32738	373.08	301.07	322.71	0	-1	0
18106	12	32738	371.56	301.07	324.72	0	-1	0
18107	12	32738	367.67	301.07	320.25	0	-1	0
18109	12	32738	367.62	301.07	314.37	0	-1	0
18110	12	32738	369.61	301.07	336.94	0	-1	0
18112	12	32738	363.25	301.06	336.32	0	-1	0
18113	12	32738	366.49	301.06	335.38	0	-1	0
18115	12	32738	366.21	301.06	330.27	0	-1	0
18116	12	32738	365.58	301.06	338.66	0	-1	0
18118	12	32738	364.06	301.06	340.67	0	-1	0
7001	12	31001	367.42	301.01	236.73	0	-1	0
7002	12	31004	272.11	301.01	265.46	0	-1	0
7003	12	31019	298.39	301.01	239.68	0	-1	0
7004	12	31020	365.94	301.01	278.35	0	-1	0
7005	12	31030	369.3	301.01	243.41	0	-1	0
7006	12	31039	346.23	301.01	282.63	0	-1	0
7007	12	31040	336.34	301.01	268.94	0	-1	0
7008	12	31072	213.47	301.01	260.05	0	-1	0
7010	12	31117	108.44	301.01	28.64	0	-1	0
7011	12	31120	171.77	302.17	72.11	0	-1	0
7012	12	31124	102.77	301.01	86.99	0	-1	0
7013	12	31136	102.01	302.18	188.47	0	-1	0
7014	12	31803	339.89	301	255.14	0	-1	0
7015	12	31802	351.18	304.46	261.4	0	-1	0
7016	12	31834	206.96	301.49	53.43	0	-1	0
7017	12	31156	134.94	301	18.2	0	-1	0
7018	12	31156	133.17	301.03	17.49	0	-1	0
7019	12	31156	132.87	301.03	18.93	0	-1	0
7020	12	31156	131.19	301.01	18.45	0	-1	0
7021	12	31156	134.21	301.08	20.52	0	-1	0
7022	12	31156	132.26	301.21	20.64	0	-1	0
7023	12	31156	134.45	301.14	15.81	0	-1	0
7024	12	31156	131.09	301.01	21.38	0	-1	0
7025	12	31156	134.11	301.15	21.7	0	-1	0
7026	12	31156	135.72	301.2	21.25	0	-1	0
7027	12	31157	119.84	301.01	112.07	0	-1	0
7028	12	31157	121.99	301.01	113.85	0	-1	0
7029	12	31157	123.44	301.03	115.05	0	-1	0
7030	12	31157	121.92	301.21	110.85	0	-1	0
7031	12	31157	119.7	301.02	113.9	0	-1	0
7032	12	31157	128.72	301.01	110.91	0	-1	0
7033	12	31157	126.17	301.08	109.99	0	-1	0
7034	12	31157	124.26	301.13	113.28	0	-1	0
7035	12	31157	126.63	301.24	113.02	0	-1	0
7036	12	31157	125.85	301.12	115.05	0	-1	0
7037	12	31158	138.88	299.47	123.18	0	-1	0
7038	12	31158	141.51	299.4	123.58	0	-1	0
7039	12	31158	135.95	299.75	121.97	0	-1	0
7040	12	31158	144.4	299.51	122.95	0	-1	0
7041	12	31158	141.12	299.48	121.28	0	-1	0
7042	12	31158	142.31	299.39	126.5	0	-1	0
7043	12	31158	144.32	299.56	125.27	0	-1	0
7044	12	31158	137.99	299.37	119.68	0	-1	0
7045	12	31158	145.11	299.47	120.05	0	-1	0
7046	12	31158	139.7	299.12	124.66	0	-1	0
7047	12	31159	108.19	301.71	230.32	0	-1	0
7048	12	31159	103.28	301.71	225.94	0	-1	0
7049	12	31159	97.77	301.71	229.58	0	-1	0
7050	12	31159	103.28	301.71	234.87	0	-1	0
7051	12	31159	103.28	302.18	229.58	0	-1	0
7052	12	31159	98.5	301.71	214.16	0	-1	0
7053	12	31159	106.54	301.71	214.16	0	-1	0
7054	12	31159	100.33	301.71	214.16	0	-1	0
7055	12	31159	104.51	301.71	214.16	0	-1	0
7056	12	31159	102.34	301.71	214.16	0	-1	0
7057	12	31159	106.66	301.71	219.3	0	-1	0
7058	12	31159	104.95	301.71	219.3	0	-1	0
7059	12	31159	101.57	301.71	219.3	0	-1	0
7060	12	31159	99.68	301.71	219.3	0	-1	0
7061	12	31159	103.26	301.71	219.3	0	-1	0
7062	12	31159	104.82	301.71	223.77	0	-1	0
7063	12	31159	106.63	301.71	223.77	0	-1	0
7064	12	31159	101.61	301.71	223.77	0	-1	0
7065	12	31159	99.7	301.71	223.77	0	-1	0
7066	12	31159	103.29	301.71	223.77	0	-1	0
7067	12	31855	126.89	300.05	213.1	0	-1	0
15063	12	21567	371.76	301.05	258.09	0	-1	0
15095	12	21603	129.7	301.05	84.69	0	-1	0
15096	12	21604	132.25	301.05	84.02	0	-1	0
15097	12	21606	201.41	300.07	227.2	0	-1	0
15099	12	21610	132.86	301.05	57.68	0	-1	0
17030	12	50400	331.42	300	165.52	0	-1	0
17031	12	50400	334.9	300	173.01	0	-1	0
17032	12	50400	332.6	300	176.9	0	-1	0
17033	12	50400	334.41	300	168.64	0	-1	0
17034	12	50400	329.31	300	176.14	0	-1	0
17035	12	50400	335.72	300	175.09	0	-1	0
17036	12	50400	337.43	300	170.59	0	-1	0
17037	12	50400	327.45	300	167.68	0	-1	0
17038	12	50400	326.56	300	174.08	0	-1	0
17039	12	50400	337.31	300	166.97	0	-1	0
17040	12	50400	335.74	300	178.48	0	-1	0
17041	12	50400	338.45	300	173.41	0	-1	0
17042	12	50400	330.66	300	181.1	0	-1	0
17043	12	50400	334.95	300	184.09	0	-1	0
17044	12	50400	335.45	300	163.1	0	-1	0
17045	12	50400	337.8	300	177.81	0	-1	0
17046	12	50400	331.1	300	186.32	0	-1	0
17047	12	50400	337.05	300	182.9	0	-1	0
17048	12	50400	339.93	300	169.75	0	-1	0
17049	12	50400	328.15	300	162.4	0	-1	0
17050	12	50400	323.46	300	170	0	-1	0
17051	12	50400	340.83	300	179.87	0	-1	0
17052	12	50400	345.01	300	173.05	0	-1	0
17053	12	50400	341.15	300	164.28	0	-1	0
17054	12	50400	343.19	300	178.42	0	-1	0
17055	12	50400	326.39	300	181.76	0	-1	0
17056	12	50400	341.51	300	186.21	0	-1	0
17057	12	50400	336.65	300	191.93	0	-1	0
17058	12	50400	327.99	300	188.6	0	-1	0
17059	12	50400	330.82	300	171.35	0	-1	0
17500	12	31983	151.36	301.02	26.52	0	-1	0
17501	12	31983	149.95	301.02	28.44	0	-1	0
17502	12	31983	165.49	301.02	36.33	0	-1	0
17503	12	31983	161.29	301.02	35.32	0	-1	0
17504	12	31983	158.18	301.02	37.98	0	-1	0
17505	12	31983	157.61	301.02	41.27	0	-1	0
17506	12	31983	157.95	301.02	39.62	0	-1	0
17507	12	31983	157.62	301.02	42.83	0	-1	0
17508	12	31983	159.3	301.02	42.21	0	-1	0
17509	12	31984	176.77	302.11	44.24	0	-1	0
17510	12	31984	176.77	302.02	38.46	0	-1	0
17511	12	31983	160.31	301.5	48.93	0	-1	0
17512	12	31983	164.88	301.51	48.93	0	-1	0
17800	12	31168	68.43	301.55	61.5	0	-1	0
17801	12	31171	167.41	301.07	101.19	0	-1	0
17802	12	31169	168.72	301.43	101.11	0	-1	0
17803	12	31171	195.23	301.51	97.29	0	-1	0
17804	12	31169	196.01	301.47	96.88	0	-1	0
17842	12	31776	298.87	301.57	339.68	0	-1	0
17843	12	31777	299.56	301.66	343.28	0	-1	0
17844	12	31778	299.77	301.52	335.84	0	-1	0
17845	12	32900	301.81	301.6	335.77	0	-1	0
17846	12	32901	299.78	301.58	335.83	0	-1	0
17847	12	32902	302.09	301.6	343.51	0	-1	0
17848	12	32903	302.08	301.54	343.51	0	-1	0
17849	12	32904	301.81	301.6	335.77	0	-1	0
17806	12	31179	338.02	301.02	255.74	0	-1	0
17807	12	31180	365.17	301	269.92	0	-1	0
17808	12	30311	229.76	300.99	263.54	0	-1	0
17809	12	30312	229.63	301.48	254.82	0	-1	0
17810	12	30313	229.78	301.01	247.71	0	-1	0
17811	12	30314	255.95	300.98	233.09	0	-1	0
17812	12	30315	263.87	300.98	239	0	-1	0
17813	12	30316	285.55	300.98	238.57	0	-1	0
17814	12	30317	275.76	300.98	241.41	0	-1	0
17815	12	30318	289.15	300.98	269.7	0	-1	0
17816	12	30319	248.38	300.98	265.83	0	-1	0
17817	12	30320	293.04	300.98	249.97	0	-1	0
17818	12	30321	290.73	300.98	236.97	0	-1	0
17819	12	30322	255.24	304.48	254.58	0	-1	0
17820	12	30323	198.94	300.95	268.05	0	-1	0
17821	12	30324	195.74	300.85	271.49	0	-1	0
17822	12	30325	330.48	301.04	259.48	0	-1	0
17823	12	30326	333.14	301.04	267.9	0	-1	0
17824	12	30327	341.84	301.04	270.36	0	-1	0
17825	12	30328	160.27	300.98	107.57	0	-1	0
17826	12	30329	162.44	301.6	92.71	0	-1	0
17827	12	30330	180.58	302.14	104.84	0	-1	0
17828	12	30331	141.57	301.85	99.25	0	-1	0
17829	12	30332	138.99	301.03	73.76	0	-1	0
17830	12	30333	159.93	300.99	38.16	0	-1	0
17831	12	30334	272.52	301.52	369.7	0	-1	0
17832	12	30335	271.39	301.52	363.91	0	-1	0
17833	12	30336	276.19	301.52	363.91	0	-1	0
17834	12	30337	276.19	301.52	369.44	0	-1	0
17835	12	30338	294.82	301.1	360.41	0	-1	0
17836	12	30339	234.04	301.1	338.55	0	-1	0
17837	12	30340	229.79	301.55	340.85	0	-1	0
17838	12	30341	312.82	300.05	39.82	0	-1	0
17839	12	30342	162.18	302.24	84.2	0	-1	0
17840	12	30343	358.85	301.09	285.04	0	-1	0
17841	12	30344	151.65	301.09	298.18	0	-1	0
26015	12	34089	261	301	353	0	786	0
26016	12	34090	126	298	337	0	787	0
26017	12	34091	266	301	272	0	788	0
26018	12	34092	82	304	225	0	789	0
26019	12	34093	130	301	87	0	790	0
26020	12	34094	333	303	96	0	791	0
26021	12	34095	362	301	279	0	792	0
25541	12	12016	296.3	300	95.23	Map_icon_fish	-1	0
9301	12	32749	338.29	301.04	336.03	0	304005	1
17060	-1	50500	358.78	300.82	343.8	0	-1	0
17061	-1	50500	352.85	300.64	346.68	0	-1	0
17062	-1	50500	355.33	300.08	340.35	0	-1	0
17063	-1	50500	363.87	300.76	341.43	0	-1	0
17064	-1	50500	352.21	298.85	343.1	0	-1	0
17065	-1	50500	370.67	301.13	344.64	0	-1	0
17066	-1	50500	369.93	300.51	338.56	0	-1	0
17067	-1	50500	365.82	298.85	338.56	0	-1	0
17068	-1	50500	374.61	300.19	346.72	0	-1	0
17069	-1	50500	363.61	301	346.8	0	-1	0
17070	-1	50500	370.36	298.85	342.05	0	-1	0
17071	-1	50500	377.36	300.88	353.2	0	-1	0
17072	-1	50500	361.91	298.85	351.4	0	-1	0
17073	-1	50500	356.83	300.85	344.66	0	-1	0
17074	-1	50500	361.94	300.51	340.39	0	-1	0
17075	-1	50500	368.78	301	348.12	0	-1	0
17076	-1	50500	374.82	300.34	340.71	0	-1	0
17077	-1	50500	353.26	300.68	349.52	0	-1	0
17078	-1	50500	347	300	359	0	-1	0
17079	-1	50500	347	300	356	0	-1	0
17080	-1	50500	357	300	349	0	-1	0
17081	-1	50500	354	299	337	0	-1	0
17082	-1	50500	376.81	301	359.65	0	-1	0
17083	-1	50500	377.99	301	355.9	0	-1	0
17084	-1	50500	373.52	300.87	350.39	0	-1	0
17085	-1	50500	364.66	301	350.22	0	-1	0
17086	-1	50500	367.78	301	350.26	0	-1	0
17087	-1	50500	361.07	300.18	338.18	0	-1	0
17088	-1	50500	369.69	300.71	340.26	0	-1	0
17089	-1	50500	377.69	300.98	353.14	0	-1	0
17150	-1	50200	309.44	301.37	197.54	0	-1	0
17151	-1	50200	276.64	304.27	201.86	0	-1	0
17152	-1	50200	277.97	303.97	200.78	0	-1	0
17153	-1	50200	285.37	312.23	206.68	0	-1	0
17154	-1	50200	299.92	310.78	212.79	0	-1	0
17155	-1	50200	306.99	312.15	212.89	0	-1	0
17156	-1	50200	309.09	312.2	212.62	0	-1	0
17157	-1	50200	304	311.63	214.7	0	-1	0
17158	-1	50200	303.2	311.35	213.2	0	-1	0
17159	-1	50200	305.2	312.7	216.5	0	-1	0
17160	-1	50200	326.03	311.71	206.77	0	-1	0
17161	-1	50200	309.58	312.42	214.56	0	-1	0
17162	-1	50200	304.79	300.8	194.22	0	-1	0
17163	-1	50200	275.1	307.29	212.7	0	-1	0
17164	-1	50200	309.9	304.78	204	0	-1	0
17165	-1	50200	310.72	300.06	193.46	0	-1	0
17166	-1	50200	310.27	302.65	200.03	0	-1	0
17167	-1	50200	307.47	300.91	194.89	0	-1	0
17168	-1	50200	296.91	299.91	192.51	0	-1	0
17169	-1	50200	301.16	300.33	193.32	0	-1	0
17170	-1	50200	301.26	306	207.92	0	-1	0
17171	-1	50200	305.27	304.56	204.91	0	-1	0
17172	-1	50200	288.7	303.84	199.4	0	-1	0
17173	-1	50200	304	301	199	0	-1	0
17174	-1	50200	269.6	302.17	195.5	0	-1	0
17175	-1	50200	305.72	301.25	196.83	0	-1	0
17176	-1	50200	292.69	300.84	193.75	0	-1	0
17177	-1	50200	300	303.11	201.6	0	-1	0
17178	-1	50200	300.39	299.75	191.6	0	-1	0
17179	-1	50200	295.7	310.4	211.1	0	-1	0
29306	-1	32483	253.41	300.95	158.67	0	-1	0
29326	-1	32483	242.8	301.8	170.89	0	-1	0
28484	-1	61431	172.57	308.69	141.42	0	-1	0
28485	-1	61432	177.52	308.69	140.5	0	-1	0
28486	-1	61433	180.68	308.75	136.83	0	-1	0
28487	-1	61434	180.92	308.62	131.02	0	-1	0
28488	-1	61435	177.73	308.67	126.85	0	-1	0
28489	-1	61436	172.74	308.89	126.5	0	-1	0
12015	-1	32103	24.56	306.2	201.8	0	-1	0
6537	-1	10075	128.23	307.06	267.55	0	-1	0
6538	-1	10085	129.29	307.06	267.55	0	-1	0
6541	-1	10056	127.62	307.06	289.61	0	-1	0
6547	-1	10057	133.36	307.06	267.36	0	-1	0
6555	-1	10078	134.56	307.06	289.23	0	-1	0
6560	-1	10069	123.78	307.06	289.61	0	-1	0
6531	-1	10074	121.92	307.06	267.36	0	-1	0
12012	-1	32028	217.82	300.56	116.9	0	-1	0
6535	-1	10055	127.44	307.06	268.31	0	-1	0
6536	-1	10065	130.05	307.06	268.31	0	-1	0
6548	-1	10067	134.76	307.06	267.36	0	-1	0
6549	-1	10077	136.09	307.06	267.36	0	-1	0
6553	-1	10058	132.71	307.06	289.52	0	-1	0
6554	-1	10068	133.5	307.06	289.52	0	-1	0
6556	-1	10088	134.72	307.06	290.62	0	-1	0
6557	-1	10098	134.11	307.06	290.96	0	-1	0
6558	-1	10108	135.39	307.06	290.66	0	-1	0
6559	-1	10059	121.58	307.06	289.61	0	-1	0
6529	-1	10054	123.44	307.06	267.36	0	-1	0
6530	-1	10064	122.68	307.06	267.36	0	-1	0
6517	-1	10033	159.18	307.46	69.99	0	-1	0
6518	-1	10034	159.78	307.11	68.07	0	-1	0
6519	-1	10035	158.4	307.09	68.13	0	-1	0
6520	-1	10036	157.99	307.09	70.04	0	-1	0
6521	-1	10037	160.44	307.05	69.75	0	-1	0
6522	-1	10038	264.28	309.06	63.13	0	-1	0
6524	-1	10040	93.37	309.06	123.99	0	-1	0
11991	-1	10191	219.95	309.06	196.9	0	-1	0
17242	-1	61318	160	311.06	130.68	0	-1	0
8138	-1	11520	102.37	309.06	115.22	0	-1	0
14002	-1	30179	205.8	326.95	34.3	0	-1	0
14000	-1	30177	209.04	326.97	34.03	0	-1	0
7000	-1	31000	127.73	309.09	200.19	0	-1	0
15150	-1	21690	185.4	299.32	203.55	0	-1	0
15151	-1	21691	187.4	299.32	205.55	0	-1	0
15154	-1	21697	184.66	299.61	207.76	0	-1	0
15156	-1	21699	185.21	299.81	209.34	0	-1	0
15157	-1	21700	181.03	299.91	208.26	0	-1	0
12004	-1	32008	283.03	302.47	202.8	0	203571	0
31433	-1	30433	33.62	311.01	323.69	0	-1	0
31434	-1	30434	32.6	311	322.54	0	-1	0
31438	-1	30438	33.47	311	321.59	0	-1	0
31252	-1	57928	34.02	141.54	33.12	0	202134	0
3000	7	34206	246.91	353.43	321.16	0	-1	0
3001	7	34206	250.67	353.23	318.1	0	-1	0
3002	7	34206	250.94	352.37	323.24	0	-1	0
3003	7	34206	254.73	352.99	319.71	0	-1	0
3004	7	34206	252.64	351.58	326.91	0	-1	0
3005	7	34206	256.07	350.64	330.04	0	-1	0
3006	7	34206	258.77	351.1	326.86	0	-1	0
3007	7	34206	255.37	352.01	323.19	0	-1	0
3008	7	34206	255.85	351.35	326.58	0	-1	0
3009	7	34206	259.12	350.43	330.14	0	-1	0
3010	7	34206	258.29	349.84	333.57	0	-1	0
3011	7	34206	260.92	349.6	335.95	0	-1	0
3012	7	34206	262.91	349.54	335.16	0	-1	0
3013	7	34206	261.65	349.34	338.33	0	-1	0
3014	7	34206	264.15	349.09	337.85	0	-1	0
3015	7	34206	263.15	348.95	341.42	0	-1	0
3016	7	34206	265.69	348.67	339.94	0	-1	0
3017	7	34206	264.86	348.92	344.53	0	-1	0
3018	7	34206	268.77	348.4	342.71	0	-1	0
3019	7	34206	269.5	348.39	346.83	0	-1	0
3020	7	34206	271.61	348.22	341.43	0	-1	0
3021	7	34207	220.34	364.22	332.39	0	-1	0
3022	7	34207	222.16	363.45	330.22	0	-1	0
3023	7	34207	225.85	363.43	335.22	0	-1	0
3024	7	34207	227.33	362.93	331.61	0	-1	0
3025	7	34207	225.4	361.51	328.25	0	-1	0
3026	7	34207	223.25	363.71	333.37	0	-1	0
3027	7	34207	224.11	364.69	338.72	0	-1	0
3028	7	34207	221.81	364.35	335.9	0	-1	0
3029	7	34207	217.28	365.53	336.35	0	-1	0
3030	7	34207	229.89	361.49	328.68	0	-1	0
3031	7	34207	217.27	365.9	338.48	0	-1	0
3032	7	34207	219.79	367.06	341.5	0	-1	0
3033	7	34207	216.55	366.61	341.97	0	-1	0
3034	7	34207	214.97	367.25	344.51	0	-1	0
3035	7	34207	220.27	366.89	346.02	0	-1	0
3036	7	34207	217.78	367.64	347.57	0	-1	0
3037	7	34208	189.79	375.89	349.92	0	-1	0
3038	7	34208	195.28	374.27	346.08	0	-1	0
3039	7	34208	196.69	374.03	348.67	0	-1	0
3040	7	34208	196.53	374.56	352.79	0	-1	0
3041	7	34208	193.53	375.11	350.49	0	-1	0
3042	7	34208	192.09	375.58	354.43	0	-1	0
3043	7	34208	192.71	374.95	347.54	0	-1	0
3044	7	34208	190.56	375.83	352.62	0	-1	0
3045	7	34208	187.21	376.78	351.69	0	-1	0
3046	7	34208	187.98	376.6	355.03	0	-1	0
3047	7	34208	193.27	375.26	352.84	0	-1	0
3048	7	34208	189.57	376.2	356.56	0	-1	0
3049	7	34208	198.6	374.03	351.37	0	-1	0
3050	7	34208	195.77	374.63	350.61	0	-1	0
3051	7	34208	184.96	377.52	354	0	-1	0
3052	7	34208	186.56	377.09	357.46	0	-1	0
3053	7	34208	190.1	376.02	354.95	0	-1	0
3054	7	34208	195.99	375.14	355.47	0	-1	0
3055	7	34208	188.95	376.15	351.93	0	-1	0
3056	7	34208	187.49	376.83	359.81	0	-1	0
3057	7	32710	235.99	300.1	69.68	0	-1	0
3058	7	32710	236.58	300.22	67.41	0	-1	0
3059	7	32710	235.22	300.14	68.39	0	-1	0
3060	7	32710	235.62	300.55	65.99	0	-1	0
3061	7	34209	226.38	301.14	40.09	0	-1	0
3062	7	34209	228.55	301.22	41.43	0	-1	0
3063	7	34209	228.39	301.87	39.53	0	-1	0
3064	7	34209	227.28	301.72	37.69	0	-1	0
3065	7	34209	230.2	301.63	38.44	0	-1	0
3066	7	34209	230.26	301.11	43.38	0	-1	0
3067	7	34209	230.57	301.39	40.87	0	-1	0
3068	7	34209	233.21	301.45	44.29	0	-1	0
3069	7	34209	232.14	301.48	41.31	0	-1	0
3070	7	34209	230.33	301.19	42.09	0	-1	0
300	7	32049	118.97	387.16	358.08	0	-1	0
301	7	32045	119.16	387.16	353.16	0	-1	0
302	7	32049	98.04	389.05	358.21	0	-1	0
303	7	32045	98.24	389.05	353.29	0	-1	0
304	7	32049	83.87	392.82	358.15	0	-1	0
305	7	32045	84.03	392.84	353.23	0	-1	0
15130	7	21650	89.9	347.1	67.71	0	-1	0
125	7	32210	363.91	308.57	110.97	0	-1	0
126	7	32211	366.73	308.56	110.79	0	-1	0
128	7	36901	367.44	308.51	112.6	0	-1	0
