Id	IsOpen	Name	LifeTime	OpenID	ResetID	RuleID	ActivenessIndex	EnterMode	EnterSubMod	IsShowStatisticsData	IsShowLethalDamageInfo	IsCanEnterSendOpenPak	StatisticsID	LastBossNpcID	UnlockFunctionID	IsAchievementCopyscene	ClearTeamTarget	OpenNavigation	CopySceneEnterCountId	IsMarryAutoConfirmEnter	DifficultySelect	AFK	OffsetTimeForShow	IsShowBOSSFight	CopySceneBossDropID1	CopySceneBossDropID2	CopySceneBossDropID3	CopySceneBossDataID1	CopySceneBossDataID2	CopySceneBossDataID3	CopySceneBossCount	ShowChallengeDropInfo
108	1	一品堂	2700000	-1	22	39	21	15	3	1	0	1	0	-1	-1	1	1	1	-1	1	1	0	0	1	395	435	436	23218	23201	23202	3	-1
109	1	一品堂	1440000	2035	66	216	-1	15	1	1	0	1	0	-1	-1	1	-1	1	4	1	-1	0	0	1	-1	-1	-1	-1	-1	-1	3	-1
110	1	一品堂	1800000	-1	75	221	-1	6	2	1	0	1	0	-1	-1	1	1	1	-1	1	-1	0	0	1	-1	-1	-1	-1	-1	-1	3	-1
111	1	大辽金帐	2700000	-1	22	229	21	15	3	1	0	1	0	-1	-1	1	-1	1	-1	1	1	0	0	1	-1	-1	-1	-1	-1	-1	3	100
112	1	雪域谷	1800000	-1	27	199	33	15	-1	1	0	1	0	-1	-1	1	1	1	-1	1	-1	1	0	1	11	11	12	28000	28001	28003	3	-1
113	1	天影之战	1800000	-1	-1	42	-1	1	-1	1	0	1	0	-1	-1	1	1	1	-1	1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
120	1	星宿海	2700000	-1	22	247	21	15	3	1	0	1	0	-1	-1	1	1	1	-1	1	1	0	0	1	17	24	25	20304	20307	20310	3	-1
143	1	空中	99999999	-1	-1	1	-1	1	-1	-1	0	0	0	-1	-1	1	-1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
144	1	沙海蜃楼	2700000	-1	22	231	21	15	3	1	0	1	0	-1	-1	1	-1	1	-1	1	1	0	0	1	-1	-1	-1	-1	-1	-1	3	-1
145	1	沙海蜃楼	2700000	2035	66	244	-1	15	1	1	0	1	0	-1	-1	1	-1	1	-1	1	-1	0	0	1	-1	-1	-1	-1	-1	-1	3	-1
150	1	枕中剑湖	1800000	-1	75	213	-1	6	2	1	0	1	0	-1	-1	1	1	1	-1	1	-1	0	0	1	-1	-1	-1	-1	-1	-1	3	-1
151	1	参合迷雾	1800000	-1	75	219	-1	6	2	1	0	1	0	-1	-1	1	1	1	-1	1	-1	0	0	1	-1	-1	-1	-1	-1	-1	3	-1
152	1	聚贤蜃景	1800000	-1	75	220	-1	6	2	1	0	1	0	-1	-1	1	1	1	-1	1	-1	0	0	1	-1	-1	-1	-1	-1	-1	3	-1
153	1	雁门关	1800000	-1	75	221	-1	6	2	1	0	1	0	-1	-1	1	1	1	-1	1	-1	0	0	1	-1	-1	-1	-1	-1	-1	3	-1
154	1	忆缥缈峰	1800000	-1	75	226	-1	6	2	1	0	1	0	-1	-1	1	1	1	-1	1	-1	0	0	1	-1	-1	-1	-1	-1	-1	3	-1
155	1	辽国大营	1800000	-1	75	230	-1	6	2	1	0	1	0	-1	-1	1	1	1	-1	1	-1	0	0	1	-1	-1	-1	-1	-1	-1	3	-1
157	0	风云再起-地	1800000	157	9	235	-1	6	2	1	0	1	0	-1	-1	1	1	1	-1	1	-1	0	0	1	-1	-1	-1	-1	-1	-1	2	-1
158	0	风云再起-天	1800000	158	9	235	-1	6	2	1	0	1	0	-1	-1	1	1	1	-1	1	-1	0	0	1	-1	-1	-1	-1	-1	-1	2	-1
159	1	风云再起-人	1800000	159	9	235	-1	6	2	1	0	1	0	-1	-1	1	1	1	-1	1	-1	0	0	1	-1	-1	-1	-1	-1	-1	2	-1
160	1	风云再起-地	1800000	160	9	235	-1	6	2	1	0	1	0	-1	-1	1	1	1	-1	1	-1	0	0	1	-1	-1	-1	-1	-1	-1	2	-1
161	1	风云再起-天	1800000	164	9	235	-1	6	2	1	0	1	0	-1	-1	1	1	1	-1	1	-1	0	0	1	-1	-1	-1	-1	-1	-1	2	-1
162	1	习武场	7200000	-1	-1	238	-1	10	-1	1	0	1	0	-1	-1	1	1	1	-1	1	-1	0	0	1	-1	-1	-1	-1	-1	-1	-1	-1
163	0	风云再起-人	1800000	163	9	235	-1	6	2	1	0	1	0	-1	-1	1	1	1	-1	1	-1	0	0	1	-1	-1	-1	-1	-1	-1	2	-1
164	0	风云再起-玄	1800000	165	9	235	-1	6	2	1	0	1	0	-1	-1	1	1	1	-1	1	-1	0	0	1	-1	-1	-1	-1	-1	-1	2	-1
165	0	风云再起-黄	1800000	166	9	235	-1	6	2	1	0	1	0	-1	-1	1	1	1	-1	1	-1	0	0	1	-1	-1	-1	-1	-1	-1	2	-1
196	1	大辽金帐	1440000	2035	66	216	-1	15	1	1	0	1	-1	53010	-1	1	-1	1	4	1	-1	0	0	1	-1	-1	-1	-1	-1	-1	3	-1
197	1	缥缈峰	1440000	2035	66	216	-1	15	1	1	0	1	-1	57309	-1	1	-1	1	4	1	-1	0	0	1	-1	-1	-1	-1	-1	-1	3	-1
198	1	剑湖宫底	1440000	2035	66	207	-1	15	1	1	0	1	-1	53010	-1	1	-1	1	4	1	-1	0	0	1	-1	-1	-1	-1	-1	-1	3	-1
199	1	血战聚贤庄	1440000	2035	66	43	-1	15	1	1	0	1	-1	53070	-1	1	-1	1	4	1	-1	0	0	1	-1	-1	-1	-1	-1	-1	3	-1
200	1	青衣冢	99999999	-1	-1	93	-1	15	4	1	0	1	0	-1	-1	1	1	1	-1	1	-1	0	0	1	-1	-1	-1	-1	-1	-1	-1	-1
201	1	燕子坞	1800000	-1	18	34	32	15	-1	1	0	1	0	-1	-1	1	1	1	-1	1	-1	1	0	1	15	15	16	20405	20412	20418	3	-1
202	1	剑湖宫底	2700000	-1	22	207	21	15	3	1	0	1	0	-1	-1	1	1	1	-1	1	1	0	0	1	17	24	25	20304	20307	20310	3	6
203	1	街道墙边	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
204	1	桥头	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
205	1	王家大宅	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
206	1	清理丐帮乱党	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
207	1	匪徒聚集野外	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
208	1	酒馆门口	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
209	1	泼皮接头野外	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
210	1	秦家寨据点门口	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
211	1	匪徒临时躲藏处	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
212	1	春游地点	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
213	1	送二毛回家路	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
214	1	追杀	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
215	1	师命难为	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
216	1	掩护段誉	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
217	1	寻找解药	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
218	1	抢夺解药	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
219	1	帮助段誉	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
220	1	击败李延宗	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
221	1	合力救人	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
222	1	护送两姊	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
223	1	击败护卫	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
224	1	击败护卫	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
225	1	上前争斗	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
226	1	击退武僧	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
227	1	击败刺客	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
228	1	击败探子	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
229	1	击败地鼠门人	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
230	1	两人决斗	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
231	1	戏园平台	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
232	1	戏台之前	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
233	1	桥头	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
234	1	秦家寨据点守卫区	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
235	1	秦家寨据点次级首领区	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
236	1	秦家寨据点首领区	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
237	1	秦家寨据点首领区	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
238	1	江南野外	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
239	1	姑苏无名渡口	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
240	1	琴韵小筑会客厅	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
241	1	太湖小岛	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
242	1	参合庄衣冠冢	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
243	1	参合庄大门口	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
244	1	琅嬛玉洞周围	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
245	1	曼陀山庄花肥房	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
246	1	听香水榭大厅	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
247	1	听香水榭大厅	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
248	1	大理	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	1	1
249	1	城郊野店	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
250	1	五步林	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	1	1
251	1	无量山	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
252	1	剑湖宫底	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
253	1	神农帮	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
254	1	无量山	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
255	1	无量山	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
256	1	无量山	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
257	1	无量山	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
258	1	神农帮	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
259	1	大理	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
260	1	大理之夜	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
261	1	谷后深林	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
262	1	谷后深林	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
263	1	万劫大阵	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
264	1	万劫谷	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
265	1	万劫谷	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
266	1	天龙寺	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
267	1	剑湖宫底	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
268	1	无量山	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
269	1	剿匪	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
270	1	大理	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
271	1	大理	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
272	1	大理	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
273	1	大理	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
274	1	大理	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
275	1	大理	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
276	1	大理	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
277	1	大理	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
278	1	大理	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
279	1	大理	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
280	1	危机四伏	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
281	1	大理	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
282	1	大理	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
283	1	无量山	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
284	1	大理	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
285	1	大理	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
286	1	大理	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
290	1	测试副本	2700000	-1	22	207	21	15	3	1	0	1	0	-1	-1	1	1	1	-1	1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
300	1	参合庄	2700000	-1	22	35	21	15	3	1	0	1	0	-1	-1	1	1	1	-1	1	1	0	0	1	234	255	256	23058	23059	23060	-1	38
301	1	聚贤庄	2700000	-1	22	36	21	15	3	1	0	1	0	-1	-1	1	1	1	-1	1	1	0	0	1	72	74	85	21089	21091	21092	-1	15
302	1	洛阳	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
303	1	洛阳	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
304	1	洛阳	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
305	1	洛阳	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
306	1	方竹林	1800000	-1	-1	205	-1	1	-1	-1	0	1	-1	-1	-1	1	1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
